AÑO,TRIMESTRE,PROVEEDOR,DEPARTAMENTO,MUNICIPIO,CABECERA MUNICIPAL,CENTRO POBLADO,COBERTURA 2G,COBERTURA 3G,"COBERTURA HSPA+, HSPA+DC",COBERTUTA 4G,COBERTURA LTE,COBERTURA 5G
2019,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SANTA CATALINA,N,GALERAZAMBA,S,S,S,N,N,N
2019,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,ACHÍ,N,TRES CRUCES,N,N,N,N,N,N
2016,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SAN MARTÍN DE LOBA,N,PAPAYAL,N,N,N,N,N,N
2020,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MARÍA LA BAJA,N,MARQUEZ,S,S,S,N,S,N
2015,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,CARTAGENA,N,SANTA ANA,S,S,N,N,N,N
2017,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SAN PABLO,N,VILLANUEVA,N,N,N,N,N,N
2016,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MARGARITA,N,CANTERA,N,N,N,N,N,N
2019,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,PINILLOS,N,SANTA ELENA,N,N,N,N,N,N
2016,4,COLOMBIA MOVIL  S.A ESP,BOLÍVAR,MARGARITA,S,MARGARITA,S,S,S,N,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MAGANGUÉ,S,MAGANGUÉ,S,S,S,N,N,N
2019,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,CARTAGENA,N,MEMBRILLAL,S,S,S,N,S,N
2020,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,HATILLO DE LOBA,N,PUEBLO NUEVO,N,N,N,N,N,N
2020,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SANTA ROSA DEL SUR,N,SAN FRANCISCO,N,N,N,N,N,N
2016,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,PINILLOS,N,SANTA ROSA,S,N,N,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SAN JACINTO DEL CAUCA,S,SAN JACINTO DEL CAUCA,S,S,S,N,S,N
2017,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,CARTAGENA,N,LETICIA,S,N,N,N,N,N
2020,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SANTA CATALINA,S,SANTA CATALINA,S,S,S,N,S,N
2020,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,ARJONA,N,SINCERÍN,S,N,N,N,N,N
2016,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,PINILLOS,N,PALENQUITO,N,N,N,N,N,N
2017,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,ARJONA,N,ROCHA,S,N,N,N,N,N
2020,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,CANTAGALLO,N,BRISAS DE BOLÍVAR,S,S,N,N,N,N
2020,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SANTA CATALINA,N,COLORADO,S,S,N,N,N,N
2020,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,TURBACO,N,URBANIZACION CAMPESTRE,S,S,S,N,S,N
2016,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,ACHÍ,N,TRES CRUCES,N,N,N,N,N,N
2017,4,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,BOLÍVAR,CARTAGENA,N,BAYUNCA,S,S,S,N,N,N
2016,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MONTECRISTO,N,BETANIA,S,N,N,N,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,EL PEÑÓN,N,LA HUMAREDA,N,N,N,N,N,N
2019,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,CICUCO,N,LA PEÑA,S,S,S,N,S,N
2017,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,ACHÍ,N,RÍO NUEVO,N,N,N,N,N,N
2015,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,SANTA ROSA DEL SUR,S,SANTA ROSA DEL SUR,S,S,N,N,N,N
2016,4,COLOMBIA MOVIL  S.A ESP,BOLÍVAR,RÍO VIEJO,S,RÍO VIEJO,S,N,N,N,N,N
2016,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SANTA CRUZ DE MOMPOX,S,SANTA CRUZ DE MOMPOX,S,S,S,N,S,N
2017,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,ACHÍ,N,BUENAVISTA,S,N,N,N,N,N
2016,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,ACHÍ,S,ACHÍ,S,S,N,N,N,N
2016,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SANTA ROSA DEL SUR,N,BUENAVISTA,N,N,N,N,N,N
2018,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,CANTAGALLO,N,BRISAS DE BOLÍVAR,S,S,N,N,N,N
2018,4,AVANTEL S.A.S,BOLÍVAR,MORALES,S,MORALES,N,N,N,N,N,N
2017,3,AVANTEL S.A.S,BOLÍVAR,CALAMAR,S,CALAMAR,N,N,N,N,N,N
2015,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,PINILLOS,N,PALOMINO,S,N,N,N,N,N
2017,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MAGANGUÉ,N,SAN SEBASTIÁN DE BUENAVISTA,N,N,N,N,N,N
2020,3,COLOMBIA MOVIL  S.A ESP,BOLÍVAR,MAGANGUÉ,N,CASCAJAL,S,S,S,N,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MAHATES,N,GAMERO,S,S,N,N,N,N
2016,1,ALMACENES EXITO INVERSIONES S.A.S.,BOLÍVAR,MARGARITA,S,MARGARITA,S,S,S,N,N,N
2020,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SAN JACINTO,N,BAJO GRANDE,N,N,N,N,N,N
2017,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,CICUCO,S,CICUCO,S,S,N,N,S,N
2020,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,ACHÍ,N,PUERTO VENECIA,N,N,N,N,N,N
2017,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SAN JUAN NEPOMUCENO,N,SAN AGUSTÍN,N,N,N,N,N,N
2020,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MARGARITA,N,SANDOVAL,S,S,S,N,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,NOROSÍ,S,NOROSÍ,S,S,S,N,S,N
2019,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,EL CARMEN DE BOLÍVAR,N,MACAYEPOS,S,S,S,N,S,N
2016,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,ACHÍ,N,NUEVA ESPERANZA,N,N,N,N,N,N
2016,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,MAHATES,N,MALAGANA,S,N,N,N,N,N
2017,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,BARRANCO DE LOBA,S,BARRANCO DE LOBA,S,S,S,N,S,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,TALAIGUA NUEVO,N,PATICO,N,N,N,N,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,EL CARMEN DE BOLÍVAR,N,SANTO DOMINGO DE MEZA,S,N,N,N,N,N
2017,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SAN PABLO,N,CANALETAL,N,N,N,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SANTA CRUZ DE MOMPOX,N,SANTA CRUZ,N,N,N,N,N,N
2018,4,COLOMBIA MOVIL  S.A ESP,BOLÍVAR,ARROYOHONDO,S,ARROYOHONDO,S,S,S,N,N,N
2020,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,CANTAGALLO,N,BUENOS AIRES,N,N,N,N,N,N
2016,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,TALAIGUA NUEVO,S,TALAIGUA NUEVO,S,S,S,N,N,N
2016,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,TIQUISIO,S,TIQUISIO,S,S,N,N,N,N
2016,2,COLOMBIA MOVIL  S.A ESP,BOLÍVAR,MAGANGUÉ,N,JUAN ARIAS,N,S,N,N,N,N
2015,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,ARJONA,N,SINCERÍN,S,N,N,N,N,N
2016,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MAGANGUÉ,N,BARRANCA DE YUCA,N,N,N,N,N,N
2019,3,AVANTEL S.A.S,BOLÍVAR,BARRANCO DE LOBA,S,BARRANCO DE LOBA,N,N,N,N,N,N
2016,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,SAN JUAN NEPOMUCENO,N,SAN CAYETANO,S,N,N,N,N,N
2016,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SANTA CRUZ DE MOMPOX,N,PUEBLONUEVO,N,N,N,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,ARROYOHONDO,S,ARROYOHONDO,S,S,S,N,N,N
2019,2,COLOMBIA MOVIL  S.A ESP,BOLÍVAR,CARTAGENA,N,BARÚ,S,S,S,N,S,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,TALAIGUA NUEVO,N,LOS MANGOS,S,S,N,N,N,N
2016,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,ACHÍ,N,NUEVA ESPERANZA,N,N,N,N,N,N
2016,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,PINILLOS,N,ARMENIA,S,N,N,N,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,ARENAL,N,CARNIZALA,S,N,N,N,N,N
2016,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SAN MARTÍN DE LOBA,N,PAPAYAL,N,N,N,N,N,N
2020,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SAN JUAN NEPOMUCENO,N,SAN AGUSTÍN,S,S,N,N,N,N
2017,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,CARTAGENA,S,CARTAGENA,S,S,S,N,S,N
2016,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,CÓRDOBA,N,LA SIERRA,N,N,N,N,N,N
2017,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,CARTAGENA,N,PUNTA ARENA,S,S,S,N,N,N
2019,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,ACHÍ,N,ALGARROBO,S,S,N,N,N,N
2017,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,ACHÍ,N,BOYACÁ,N,N,N,N,N,N
2016,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SANTA CRUZ DE MOMPOX,N,LA LOBATA,N,N,N,N,N,N
2016,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,CARTAGENA,N,PUNTA ARENA,S,S,S,N,N,N
2019,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,SANTA ROSA,S,SANTA ROSA,S,S,N,N,S,N
2020,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,CARTAGENA,N,PUERTO REY,S,N,N,N,N,N
2016,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,RÍO VIEJO,N,MACEDONIA,S,N,N,N,N,N
2016,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SANTA CRUZ DE MOMPOX,N,GUÁIMARO,S,S,N,N,N,N
2020,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,CÓRDOBA,S,CÓRDOBA,S,S,S,N,S,N
2016,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,ALTOS DEL ROSARIO,S,ALTOS DEL ROSARIO,S,S,S,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MAGANGUÉ,N,FLORENCIA,N,N,N,N,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,VILLANUEVA,S,VILLANUEVA,S,S,S,N,N,N
2019,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,PINILLOS,N,VIDA TRANQUILA,N,N,N,N,N,N
2020,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SAN PABLO,N,POZO AZUL,S,N,N,N,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,CARTAGENA,N,LA BOQUILLA,S,S,S,N,S,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MARÍA LA BAJA,N,LA SUPREMA,N,N,N,N,N,N
2015,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SAN JACINTO,N,LAS PALMAS,N,N,N,N,N,N
2019,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,TIQUISIO,S,TIQUISIO,S,S,N,N,N,N
2015,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,TALAIGUA NUEVO,N,TALAIGUA VIEJO,S,S,N,N,N,N
2020,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,CARTAGENA,N,MANZANILLO DEL MAR,N,S,N,N,N,N
2016,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SANTA CATALINA,N,GALERAZAMBA,S,S,S,N,N,N
2017,2,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,BOLÍVAR,TALAIGUA NUEVO,S,TALAIGUA NUEVO,S,S,S,N,N,N
2016,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,ACHÍ,N,CENTRO ALEGRE,N,N,N,N,N,N
2017,4,COLOMBIA MOVIL  S.A ESP,BOLÍVAR,CARTAGENA,S,CARTAGENA,S,S,S,N,S,N
2015,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,ARENAL,S,ARENAL,S,S,N,N,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,CICUCO,N,LA PEÑA,N,N,N,N,N,N
2016,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MARÍA LA BAJA,N,LA SUPREMA,N,N,N,N,N,N
2019,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SANTA CRUZ DE MOMPOX,N,CARMEN DEL CICUCO,S,S,N,N,N,N
2018,4,COLOMBIA MOVIL  S.A ESP,BOLÍVAR,SAN JACINTO,S,SAN JACINTO,S,S,S,N,N,N
2019,4,AVANTEL S.A.S,BOLÍVAR,MAHATES,S,MAHATES,N,N,N,N,N,N
2020,1,AVANTEL S.A.S,BOLÍVAR,SAN CRISTÓBAL,S,SAN CRISTÓBAL,N,N,N,N,N,N
2020,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,CARTAGENA,N,CASAS DEL MAR,S,S,S,N,N,N
2019,1,COLOMBIA MOVIL  S.A ESP,BOLÍVAR,SAN CRISTÓBAL,S,SAN CRISTÓBAL,S,S,S,N,N,N
2019,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,EL GUAMO,S,EL GUAMO,S,S,S,N,S,N
2019,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MAGANGUÉ,N,PLAYA DE LAS FLORES,S,N,N,N,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,PINILLOS,N,PUERTO BELLO,N,N,N,N,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,ALTOS DEL ROSARIO,N,LA PACHA,S,N,N,N,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MARGARITA,N,SANDOVAL,S,S,N,N,N,N
2016,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MARGARITA,N,CAUSADO,N,N,N,N,N,N
2020,4,COLOMBIA MOVIL  S.A ESP,BOLÍVAR,SANTA CATALINA,N,GALERAZAMBA,S,N,N,N,N,N
2016,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,EL GUAMO,N,NERVITÍ,N,N,N,N,N,N
2016,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,ARENAL,S,ARENAL,S,S,N,N,N,N
2020,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,CARTAGENA,N,MANZANILLO DEL MAR,N,S,N,N,N,N
2016,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MORALES,N,PAREDES DE ORORIA,N,N,N,N,N,N
2019,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MARÍA LA BAJA,N,LOS BELLOS,S,N,N,N,N,N
2016,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,NOROSÍ,N,CASA DE BARRO,N,N,N,N,N,N
2019,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,SAN PABLO,S,SAN PABLO,S,S,N,N,S,N
2019,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,CARTAGENA,N,EL PUEBLITO,N,N,N,N,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,CANTAGALLO,N,SINZONA,N,N,N,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MONTECRISTO,N,TABURETERA,N,N,N,N,N,N
2020,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SAN MARTÍN DE LOBA,N,PUEBLO NUEVO CERRO DE JULIO,N,N,N,N,N,N
2019,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,EL CARMEN DE BOLÍVAR,N,EL SALADO,S,S,N,N,N,N
2018,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,MAHATES,S,MAHATES,S,S,S,N,S,N
2016,4,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,BOLÍVAR,CARTAGENA,S,CARTAGENA,S,S,S,N,S,N
2016,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,PINILLOS,N,LA UNIÓN (TIQUISIO),N,N,N,N,N,N
2020,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SIMITÍ,N,SABANA DE SAN LUIS,N,N,N,N,N,N
2020,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MARGARITA,N,MAMONCITO,N,N,N,N,N,N
2020,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,CARTAGENA,N,LETICIA,S,N,N,N,N,N
2017,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MORALES,N,BODEGA CENTRAL,S,S,S,N,N,N
2016,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,NOROSÍ,N,LAS NIEVES,S,N,N,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,TALAIGUA NUEVO,N,CAÑOHONDO,S,S,N,N,N,N
2020,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,TALAIGUA NUEVO,N,CAÑOHONDO,S,S,N,N,N,N
2017,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,TIQUISIO,N,PALMA ESTERAL,N,N,N,N,N,N
2019,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,CALAMAR,N,YUCAL,S,S,N,N,N,N
2020,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SAN JACINTO,N,PARAÍSO,S,S,N,N,N,N
2016,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,PINILLOS,N,LAS CONCHITAS,N,N,N,N,N,N
2017,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SAN PABLO,N,AGUASUCIA,N,N,N,N,N,N
2020,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MARÍA LA BAJA,N,PRIMERO DE JULIO,S,S,S,N,S,N
2019,4,COLOMBIA MOVIL  S.A ESP,BOLÍVAR,CARTAGENA,N,BAYUNCA,S,S,S,N,S,N
2020,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,CANTAGALLO,N,LOS PATICOS,N,N,N,N,N,N
2017,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,MAGANGUÉ,S,MAGANGUÉ,S,S,N,N,N,N
2019,2,AVANTEL S.A.S,BOLÍVAR,MONTECRISTO,S,MONTECRISTO,N,N,N,N,N,N
2020,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,CANTAGALLO,N,CUATRO BOCAS,N,N,N,N,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SANTA CRUZ DE MOMPOX,N,CALDERA,N,N,N,N,N,N
2017,3,COLOMBIA MOVIL  S.A ESP,BOLÍVAR,CARTAGENA,N,BAYUNCA,S,S,S,N,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MAGANGUÉ,N,PIÑALITO,N,N,N,N,N,N
2016,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MARGARITA,N,DOÑA JUANA,N,N,N,N,N,N
2016,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SAN ESTANISLAO,N,BAYANO,N,N,N,N,N,N
2016,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MORALES,N,LA PALMA,S,N,N,N,N,N
2020,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SAN FERNANDO,N,PUNTA DE HORNOS,S,S,N,N,N,N
2020,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,EL CARMEN DE BOLÍVAR,N,HATO NUEVO,N,N,N,N,N,N
2016,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SIMITÍ,N,PAREDES DE ORORIA,N,N,N,N,N,N
2016,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MAGANGUÉ,N,TACASALUMA,N,N,N,N,N,N
2020,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MARÍA LA BAJA,N,EL MAJAGUA,N,N,N,N,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,ARROYOHONDO,S,ARROYOHONDO,S,S,S,N,N,N
2020,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MAGANGUÉ,N,BARBOSA,N,N,N,N,N,N
2016,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,PINILLOS,N,LA RUFINA,N,N,N,N,N,N
2017,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SAN JACINTO DEL CAUCA,N,GALINDO,N,N,N,N,N,N
2020,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MORALES,N,PAREDES DE ORORIA,N,N,N,N,N,N
2018,2,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,BOLÍVAR,MARÍA LA BAJA,S,MARÍA LA BAJA,N,N,S,N,N,N
2016,2,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,BOLÍVAR,TIQUISIO,S,TIQUISIO,S,S,S,N,N,N
2020,2,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,BOLÍVAR,TURBANÁ,S,TURBANÁ,N,N,N,N,S,N
2018,2,AVANTEL S.A.S,BOLÍVAR,CALAMAR,S,CALAMAR,N,N,N,N,N,N
2020,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,ALTOS DEL ROSARIO,N,SAN ISIDRO,N,N,N,N,N,N
2019,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SAN JACINTO,S,SAN JACINTO,S,S,S,N,S,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,CÓRDOBA,S,CÓRDOBA,S,S,S,N,S,N
2017,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,TIQUISIO,N,TIQUISIO NUEVO,S,N,N,N,N,N
2018,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,CLEMENCIA,S,CLEMENCIA,S,S,S,N,N,N
2016,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MAGANGUÉ,N,BARBOSA,N,N,N,N,N,N
2017,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SAN MARTÍN DE LOBA,N,PUEBLO NUEVO CERRO DE JULIO,N,N,N,N,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SAN MARTÍN DE LOBA,N,EL JOBO,N,N,N,N,N,N
2016,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,EL GUAMO,N,SAN JOSÉ DE LATA,N,N,N,N,N,N
2020,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,CÓRDOBA,N,LAS MARÍAS,N,N,N,N,N,N
2020,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,VILLANUEVA,N,ALGARROBO,N,N,N,N,N,N
2017,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,CALAMAR,N,HATO VIEJO,N,N,N,N,N,N
2016,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,RÍO VIEJO,S,RÍO VIEJO,S,S,S,N,N,N
2019,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,EL CARMEN DE BOLÍVAR,S,EL CARMEN DE BOLÍVAR,S,S,S,N,S,N
2020,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SAN FERNANDO,N,EL CONTADERO,N,N,N,N,N,N
2019,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SANTA CRUZ DE MOMPOX,N,LAS BOQUILLAS,N,N,N,N,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,CÓRDOBA,N,TACAMOCHO,S,N,N,N,N,N
2019,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,PINILLOS,N,PALENQUITO,N,N,N,N,N,N
2015,4,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,BOLÍVAR,MAGANGUÉ,N,HENEQUÉN,N,S,N,N,N,N
2019,2,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,BOLÍVAR,MARÍA LA BAJA,N,MANPUJÁN,N,N,S,N,N,N
2016,4,COLOMBIA MOVIL  S.A ESP,BOLÍVAR,CARTAGENA,S,CARTAGENA,S,S,S,N,S,N
2019,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,EL CARMEN DE BOLÍVAR,S,EL CARMEN DE BOLÍVAR,S,S,S,N,S,N
2017,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,TURBACO,N,SAN JOSÉ DE CHIQUITO,N,N,N,N,N,N
2019,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,PINILLOS,N,ARMENIA,N,N,N,N,N,N
2020,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,TALAIGUA NUEVO,N,LADERA DE SAN MARTÍN,S,S,S,N,S,N
